8320,0,216
119451,1,10000
408554,2,50000
426191,3,560
430846,4,10000
588109,5,3160
647321,6,50000
658132,7,1870
659272,8,1100
758319,9,900
821749,10,3160
826585,11,180
1272769,12,50000
1363000,13,1100
1395736,14,216
1408398,15,180
1415394,16,5840
1460905,17,900
1501132,18,216
1507591,19,180
1530028,20,900
1536495,21,1870
1594367,22,10000
1636928,23,216
1662767,24,5840
1690022,25,5840
1756358,26,900
1780582,27,900
2006081,28,1870
2048524,29,1100
2071430,30,1870
2141340,31,5840
2185416,32,900
2191476,33,3160
2214851,34,180
2368732,35,1870
2421725,36,1870
2424140,37,1870
2554844,38,560
2676604,39,560
2937199,40,5840
2996256,41,1100
3057634,42,1870
3078329,43,560
3256857,44,3160
3262113,45,216
3434789,46,5840
3453990,47,216
3500121,48,1870
3587401,49,3160
3655551,50,50000
3662933,51,10000
3715791,52,5840
3808763,53,10000
3910255,54,180
3922131,55,900
3930736,56,216
3983213,57,10000
4027034,58,1100
4040577,59,3160
4145590,60,5840
4230917,61,10000
4297413,62,560
4480083,63,560
4616178,0,5840
4634448,1,560
4674129,2,1870
4980199,3,216
5226307,4,900
5310233,5,560
5351980,6,180
5438395,7,1870
5538471,8,5840
5624152,9,50000
5662365,10,50000
5928796,11,1100
5931194,12,560
5970107,13,560
6046702,14,560
6204115,15,560
6332988,16,216
6358190,17,5840
6433939,18,560
6544042,19,1100
6609063,20,216
6729486,21,10000
6935826,22,216
6950081,23,900
7002919,24,216
7066151,25,1870
7105350,26,5840
7194163,27,180
7237148,28,50000
7473999,29,5840
7523633,30,216
7953359,31,50000
7966142,32,1100
8054513,33,180
8152992,34,50000
8197189,35,5840
8310605,36,216
8377267,37,10000
8473501,38,50000
8502956,39,50000
8519859,40,5840
8698788,41,1100
8842022,42,3160
8992605,43,50000
8993707,44,900
9035028,45,180
9068722,46,180
9253123,47,900
9266124,48,5840
9302147,49,216
9502954,50,10000
9506088,51,900
9708062,52,50000
9735178,53,1870
9829100,54,5840
9833833,55,5840
9848003,56,216
9857349,57,1870
9876415,58,1100
9887463,59,216
9920907,60,1870
10025740,61,180
10094964,62,5840
10193852,63,5840
10309818,0,10000
10419345,1,180
10431638,2,180
10508176,3,5840
10601943,4,900
10856039,5,560
11030079,6,3160
11324442,7,5840
11351852,8,50000
11419581,9,10000
11496117,10,216
11497931,11,3160
11753408,12,3160
12031933,13,10000
12117765,14,216
12153737,15,216
12325728,16,1870
12475415,17,560
12617492,18,10000
12659943,19,10000
12683117,20,10000
12711576,21,216
12788432,22,216
12794573,23,1100
12836199,24,1870
12923293,25,10000
12993156,26,5840
13177090,27,5840
13185831,28,216
13232169,29,10000
13423849,30,560
13553316,31,180
13690212,32,180
13692037,33,50000
13738260,34,50000
13894947,35,216
14185345,36,560
14468167,37,1100
14507141,38,3160
14960902,39,1100
14992307,40,216
15055514,41,216
15116703,42,216
15225971,43,1870
15289292,44,180
15548581,45,1870
15664144,46,560
15675192,47,1870
15829396,48,1100
15850240,49,216
16060310,50,900
16190685,51,216
16216500,52,560
16239002,53,5840
16307921,54,1870
16309431,55,1870
16421416,56,1100
16442527,57,900
16564380,58,10000
16630000,59,900
16631641,60,10000
16681413,61,3160
16859351,62,50000
16872549,63,560
17078427,0,1870
17092866,1,50000
17157866,2,216
17250459,3,180
17376356,4,50000
17558195,5,3160
17695936,6,1870
17908402,7,5840
18130053,8,560
18271244,9,50000
18280491,10,216
18431263,11,50000
18433913,12,1870
18643179,13,10000
18698382,14,216
18749982,15,50000
18824180,16,5840
18943867,17,216
18993448,18,1100
18993922,19,10000
19005426,20,1870
19024496,21,3160
19077265,22,5840
19097495,23,180
19212348,24,10000
19263362,25,10000
19325132,26,900
19329029,27,900
19338173,28,180
19393783,29,1870
19429407,30,1100
19579160,31,1100
19726565,32,1100
19832618,33,1870
19938005,34,10000
20129736,35,3160
20178511,36,50000
