4160,0,216
59725,1,10000
204276,2,50000
213094,3,560
215421,4,10000
294052,5,3160
323658,6,50000
329063,7,1870
329633,8,1100
379156,9,900
410871,10,3160
413289,11,180
636381,12,50000
681496,13,1100
697864,14,216
704195,15,180
707693,16,5840
730448,17,900
750561,18,216
753790,19,180
765008,20,900
768241,21,1870
797177,22,10000
818457,23,216
831376,24,5840
845003,25,5840
878171,26,900
890283,27,900
1003032,28,1870
1024253,29,1100
1035706,30,1870
1070661,31,5840
1092699,32,900
1095729,33,3160
1107416,34,180
1184356,35,1870
1210852,36,1870
1212059,37,1870
1277411,38,560
1338291,39,560
1468588,40,5840
1498116,41,1100
1528805,42,1870
1539152,43,560
1628416,44,3160
1631044,45,216
1717382,46,5840
1726982,47,216
1750047,48,1870
1793687,49,3160
1827762,50,50000
1831453,51,10000
1857882,52,5840
1904368,53,10000
1955114,54,180
1961052,55,900
1965354,56,216
1991592,57,10000
2013502,58,1100
2020273,59,3160
2072779,60,5840
2115442,61,10000
2148690,62,560
2240025,63,560
2308072,0,5840
2317207,1,560
2337047,2,1870
2490082,3,216
2613136,4,900
2655099,5,560
2675972,6,180
2719179,7,1870
2769217,8,5840
2812057,9,50000
2831163,10,50000
2964378,11,1100
2965577,12,560
2985033,13,560
3023330,14,560
3102036,15,560
3166472,16,216
3179073,17,5840
3216947,18,560
3271998,19,1100
3304508,20,216
3364719,21,10000
3467889,22,216
3475016,23,900
3501435,24,216
3533051,25,1870
3552650,26,5840
3597056,27,180
3618548,28,50000
3736973,29,5840
3761790,30,216
3976653,31,50000
3983044,32,1100
4027229,33,180
4076468,34,50000
4098566,35,5840
4155274,36,216
4188605,37,10000
4236722,38,50000
4251449,39,50000
4259900,40,5840
4349364,41,1100
4420981,42,3160
4496272,43,50000
4496823,44,900
4517483,45,180
4534330,46,180
4626530,47,900
4633030,48,5840
4651041,49,216
4751444,50,10000
4753011,51,900
4853998,52,50000
4867556,53,1870
4914517,54,5840
4916883,55,5840
4923968,56,216
4928641,57,1870
4938174,58,1100
4943698,59,216
4960420,60,1870
5012836,61,180
5047448,62,5840
5096892,63,5840
5154875,0,10000
5209638,1,180
5215784,2,180
5254053,3,5840
5300936,4,900
5427984,5,560
5515004,6,3160
5662185,7,5840
5675890,8,50000
5709754,9,10000
5748022,10,216
5748929,11,3160
5876667,12,3160
6015929,13,10000
6058845,14,216
6076831,15,216
6162826,16,1870
6237669,17,560
6308707,18,10000
6329932,19,10000
6341519,20,10000
6355748,21,216
6394176,22,216
6397246,23,1100
6418059,24,1870
6461606,25,10000
6496537,26,5840
6588504,27,5840
6592874,28,216
6616043,29,10000
6711883,30,560
6776616,31,180
6845064,32,180
6845976,33,50000
6869087,34,50000
6947430,35,216
7092629,36,560
7234040,37,1100
7253527,38,3160
7480407,39,1100
7496109,40,216
7527712,41,216
7558306,42,216
7612940,43,1870
7644600,44,180
7774244,45,1870
7832025,46,560
7837549,47,1870
7914651,48,1100
7925073,49,216
8030108,50,900
8095295,51,216
8108202,52,560
8119453,53,5840
8153912,54,1870
8154667,55,1870
8210659,56,1100
8221214,57,900
8282140,58,10000
8314950,59,900
8315770,60,10000
8340656,61,3160
8429625,62,50000
8436224,63,560
8539163,0,1870
8546382,1,50000
8578882,2,216
8625178,3,180
8688126,4,50000
8779045,5,3160
8847915,6,1870
8954148,7,5840
9064973,8,560
9135568,9,50000
9140191,10,216
9215577,11,50000
9216902,12,1870
9321535,13,10000
9349136,14,216
9374936,15,50000
9412035,16,5840
9471878,17,216
9496668,18,1100
9496905,19,10000
9502657,20,1870
9512192,21,3160
9538576,22,5840
9548691,23,180
9606117,24,10000
9631624,25,10000
9662509,26,900
9664457,27,900
9669029,28,180
9696834,29,1870
9714646,30,1100
9789522,31,1100
9863224,32,1100
9916250,33,1870
9968943,34,10000
10064808,35,3160
10089195,36,50000
10151229,37,1870
10152258,38,5840
10212410,39,3160
10216723,40,180
10226390,41,900
10325755,42,50000
10470756,43,900
10515495,44,5840
10533316,45,560
10564407,46,216
10667027,47,1100
10680045,48,50000
10730262,49,10000
10743483,50,216
10757260,51,560
10871740,52,10000
10907632,53,5840
10987729,54,5840
11012527,55,900
11024252,56,900
11047466,57,5840
11189355,58,900
11190351,59,900
11314269,60,560
11355627,61,216
11376106,62,560
11415428,63,1870
11452954,0,1870
11529032,1,3160
11572971,2,900
11608387,3,3160
11647393,4,3160
11666322,5,5840
11671752,6,1100
11812993,7,3160
11857602,8,1100
11987767,9,1870
11991791,10,50000
12103688,11,216
12173127,12,5840
12286384,13,1100
12287889,14,10000
12407008,15,216
12437047,16,180
12490620,17,216
12506467,18,1870
12620503,19,5840
12687321,20,560
12728941,21,50000
12762211,22,180
12781459,23,3160
12820374,24,180
12882493,25,50000
12903245,26,1100
13085154,27,900
13086308,28,50000
13089693,29,216
13100641,30,1870
13140037,31,560
13228802,32,5840
13253424,33,560
13296494,34,50000
13409533,35,10000
13579005,36,1870
13585497,37,900
13632900,38,3160
13857579,39,180
13899013,40,180
14064979,41,560
14132092,42,180
14319475,43,216
14492636,44,216
14526089,45,50000
14658213,46,216
14674894,47,3160
14753022,48,216
14756213,49,1870
14895480,50,900
14939533,51,1870
14953175,52,10000
14956250,53,3160
15089172,54,3160
15101680,55,216
15167517,56,3160
15257672,57,5840
15290257,58,1870
15328590,59,1100
15376270,60,3160
15381924,61,900
15407863,62,3160
15428098,63,10000
15455743,0,5840
15469247,1,1870
15480503,2,3160
15500908,3,3160
15519120,4,1100
15520923,5,1100
15527270,6,216
15649589,7,900
15657961,8,3160
15772904,9,50000
15797917,10,900
15866209,11,180
15910153,12,1100
15925728,13,50000
15934018,14,1100
15952719,15,180
15972193,16,5840
16163566,17,1100
16248473,18,1870
16412527,19,560
16510518,20,50000
16515468,21,1100
16611187,22,5840
16715927,23,3160
16727390,24,1100
16743316,25,10000
16768103,26,216
16829819,27,180
16896844,28,3160
16956530,29,1100
17123848,30,560
17189261,31,900
17244462,32,900
17365554,33,560
17390034,34,900
17396135,35,10000
17434598,36,1870
17439086,37,180
17446128,38,1870
17477051,39,1870
17477233,40,900
17480655,41,560
17513832,42,1870
17605834,43,10000
17615756,44,180
17735202,45,3160
17799608,46,216
17827238,47,1870
17828707,48,1100
17905884,49,900
17914557,50,560
17980512,51,1100
17990666,52,1100
18007187,53,560
18034183,54,10000
18061476,55,3160
18108698,56,1100
18145377,57,3160
18179502,58,1100
18203059,59,900
18212573,60,216
18260894,61,3160
18278864,62,900
18393530,63,3160
18516203,0,560
18551853,1,1870
18607657,2,1100
18610660,3,10000
18617032,4,1100
18628830,5,900
18646330,6,1100
18649323,7,50000
18664935,8,1100
18843496,9,3160
18949321,10,3160
18953191,11,1870
19032446,12,1100
19064146,13,10000
19085147,14,216
19137377,15,5840
19245992,16,216
19270501,17,1870
19310812,18,180
19350397,19,10000
19401496,20,216
19401670,21,1870
19474793,22,900
19500979,23,560
19503724,24,216
19527134,25,560
19530919,26,5840
19596934,27,900
19668544,28,560
19710712,29,1100
19737148,30,1870
19807576,31,560
19916289,32,3160
19923821,33,560
19925708,34,10000
19939468,35,3160
20094333,36,5840
20110121,37,180
20111050,38,3160
20238930,39,900
20312100,40,560
20338888,41,50000
20365282,42,10000
20391213,43,216
20489395,44,216
20510322,45,10000
20513395,46,50000
20701671,47,1100
20762832,48,50000
20818565,49,900
20933703,50,180
20970306,51,560
21001869,52,5840
21065014,53,10000
21088883,54,1100
21272698,55,3160
21299603,56,5840
21326182,57,3160
21349931,58,900
21381901,59,5840
21441072,60,1870
21455238,61,10000
21511274,62,3160
21705198,63,560
21750464,0,1870
21820390,1,3160
21905717,2,5840
21950842,3,5840
21993921,4,180
22039132,5,900
